repo_name,source_url,framework,model,context_variant,run_status,latency_ms,input_tokens,output_tokens,estimated_cost_usd,judge_model,self_judged,hallucination_judged,hallucination_score,total_claims,unsupported_claims,coverage_judged,coverage_score,total_facts,missing_facts,diagram_scored,diagram_module_f1,diagram_import_f1,diagram_endpoint_f1,diagram_overall_f1,text_overlap_scored,bleu4,rouge_l,meteor,bertscore_f1,quality_judged,quality_mean_score,quality_completeness,quality_conciseness,quality_correctness,quality_cohesiveness,quality_domain_specificity,failure_tags,error
nestjs-realworld-example-app,https://github.com/lujakob/nestjs-realworld-example-app,nestjs,codellama:7b-instruct,raw,success,59985,7630,108,0.0,gemma2:9b,False,True,0.5,8,4,True,0.0244,82,80,True,1.0,0.1765,1.0,0.7255,True,0.0067,0.2,0.1012,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-realworld-example-app,https://github.com/lujakob/nestjs-realworld-example-app,nestjs,codellama:7b-instruct,dependency_graph,success,43732,1676,269,0.0,gemma2:9b,False,True,0.1818,11,2,True,0.3902,82,50,True,1.0,0.1765,1.0,0.7255,True,0.0224,0.2105,0.1375,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-realworld-example-app,https://github.com/lujakob/nestjs-realworld-example-app,nestjs,codellama:7b-instruct,knowledge_graph,success,36630,1341,263,0.0,gemma2:9b,False,True,0.2,10,2,True,0.378,82,51,True,1.0,0.1765,1.0,0.7255,True,0.009,0.2198,0.099,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-prisma-starter,https://github.com/notiz-dev/nestjs-prisma-starter,nestjs,codellama:7b-instruct,raw,success,64209,8095,98,0.0,gemma2:9b,False,True,0.3333,6,2,True,0.0132,76,75,True,1.0,0.1892,1.0,0.7297,True,0.0077,0.2813,0.1157,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-prisma-starter,https://github.com/notiz-dev/nestjs-prisma-starter,nestjs,codellama:7b-instruct,dependency_graph,success,65547,2170,422,0.0,gemma2:9b,False,True,0.3636,11,4,True,0.5526,76,34,True,1.0,0.1892,1.0,0.7297,True,0.022,0.2133,0.1375,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-prisma-starter,https://github.com/notiz-dev/nestjs-prisma-starter,nestjs,codellama:7b-instruct,knowledge_graph,success,61060,1467,417,0.0,gemma2:9b,False,True,0.4211,19,8,True,0.5526,76,34,True,1.0,0.1892,1.0,0.7297,True,0.0122,0.2278,0.1238,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,nestjs,codellama:7b-instruct,raw,success,59629,7753,92,0.0,gemma2:9b,False,True,0.6667,6,4,True,0.066,106,99,True,1.0,0.0191,1.0,0.673,True,0.0065,0.1455,0.0479,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,nestjs,codellama:7b-instruct,dependency_graph,success,147869,4098,677,0.0,gemma2:9b,False,True,0.0,48,0,True,1.0,106,0,True,1.0,0.0191,1.0,0.673,True,0.0029,0.0541,0.0527,0.0,False,,,,,,,,
nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,nestjs,codellama:7b-instruct,knowledge_graph,success,119563,4450,507,0.0,gemma2:9b,False,True,1.0,19,19,True,1.0,106,0,True,1.0,0.0191,1.0,0.673,True,0.0194,0.15,0.1262,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology",
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,codellama:7b-instruct,raw,success,68571,7873,131,0.0,gemma2:9b,False,True,0.7273,11,8,True,0.0246,122,119,True,1.0,1.0,1.0,1.0,True,0.0131,0.1408,0.1173,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,codellama:7b-instruct,dependency_graph,success,508565,4098,2094,0.0,gemma2:9b,False,True,0.0,40,0,True,1.0,122,0,True,1.0,1.0,1.0,1.0,True,0.0007,0.018,0.0423,0.0,False,,,,,,,,
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,codellama:7b-instruct,knowledge_graph,success,59696,4098,195,0.0,gemma2:9b,False,True,0.0,6,0,True,0.041,122,117,True,1.0,1.0,1.0,1.0,True,0.0072,0.0725,0.1233,0.0,False,,,,,,,"missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,nestjs,codellama:7b-instruct,raw,success,249925,4098,1108,0.0,gemma2:9b,False,True,1.0,11,11,True,1.0,94,0,True,1.0,1.0,1.0,1.0,True,0.0018,0.0211,0.0427,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology",
awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,nestjs,codellama:7b-instruct,dependency_graph,success,242349,5919,902,0.0,gemma2:9b,False,True,1.0,18,18,True,1.0,94,0,True,1.0,1.0,1.0,1.0,True,0.0081,0.1132,0.1075,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology",
awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,nestjs,codellama:7b-instruct,knowledge_graph,success,169529,3157,851,0.0,gemma2:9b,False,True,1.0,29,29,True,0.4468,94,52,True,1.0,1.0,1.0,1.0,True,0.013,0.1096,0.1023,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,raw,success,77834,7610,183,0.0,gemma2:9b,False,True,0.3636,11,4,True,0.0941,85,77,True,1.0,1.0,1.0,1.0,True,0.0118,0.2069,0.1522,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,dependency_graph,success,174080,4122,730,0.0,gemma2:9b,False,True,0.0,37,0,True,1.0,85,0,True,1.0,1.0,1.0,1.0,True,0.0105,0.1772,0.1432,0.0,False,,,,,,,,
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,knowledge_graph,success,69947,2601,406,0.0,gemma2:9b,False,True,0.5789,19,11,True,0.4353,85,48,True,1.0,1.0,1.0,1.0,True,0.0094,0.1867,0.1531,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,raw,success,46708,5555,89,0.0,gemma2:9b,False,True,0.375,8,3,True,0.0,66,66,True,1.0,1.0,1.0,1.0,True,0.0279,0.2593,0.2287,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,dependency_graph,success,51562,1497,337,0.0,gemma2:9b,False,True,0.1,10,1,True,0.6364,66,24,True,1.0,1.0,1.0,1.0,True,0.0237,0.2424,0.239,0.0,False,,,,,,,"fabricated_technology,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,knowledge_graph,success,57607,1106,444,0.0,gemma2:9b,False,True,0.0323,31,1,True,1.0,66,0,True,1.0,1.0,1.0,1.0,True,0.0243,0.2449,0.1573,0.0,False,,,,,,,fabricated_technology,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,raw,success,73151,8094,163,0.0,gemma2:9b,False,True,0.4,10,4,True,0.0526,95,90,True,1.0,1.0,1.0,1.0,True,0.0094,0.1026,0.0794,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,over_generic",
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,dependency_graph,success,101773,4140,453,0.0,gemma2:9b,False,True,0.0625,16,1,True,1.0,95,0,True,1.0,1.0,1.0,1.0,True,0.0114,0.1892,0.186,0.0,False,,,,,,,fabricated_technology,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,knowledge_graph,success,68382,2168,424,0.0,gemma2:9b,False,True,0.1579,19,3,True,0.2632,95,70,True,1.0,1.0,1.0,1.0,True,0.0214,0.2222,0.2037,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
