repo_name,model,context_variant,fact,category,oracle_strict,oracle_lenient,rule,judge_said_missing
node_passport_login,codellama:7b-instruct,raw,Endpoint: GET /users/register,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,raw,Endpoint: POST /users/register,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,raw,Endpoint: POST /users/login,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,raw,Endpoint: GET /users/logout,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,raw,Endpoint: GET /users/login,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Framework: express ^5.2.1,Framework,1,1,framework_name,0
node_passport_login,codellama:7b-instruct,dependency_graph,Language: javascript,Language,1,1,language_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: bcryptjs,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: connect-flash,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: ejs,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: express,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: express-ejs-layouts,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: express-session,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: mongoose,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: passport,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: passport-local,Dependency,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Dependency: nodemon,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: GET /,Endpoint,0,1,endpoint_path_only,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: GET /dashboard,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: GET /users/register,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: POST /users/register,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: POST /users/login,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: GET /users/logout,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,dependency_graph,Endpoint: GET /users/login,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Framework: express ^5.2.1,Framework,1,1,framework_name,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Language: javascript,Language,1,1,language_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: bcryptjs,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: connect-flash,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: ejs,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: express,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: express-ejs-layouts,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: express-session,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: mongoose,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: passport,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: passport-local,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Dependency: nodemon,Dependency,1,1,dep_exact,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: GET /,Endpoint,0,1,endpoint_path_only,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: GET /dashboard,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: GET /users/register,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: POST /users/register,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: POST /users/login,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: GET /users/logout,Endpoint,0,0,,0
node_passport_login,codellama:7b-instruct,knowledge_graph,Endpoint: GET /users/login,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Framework: express ^4.17.1,Framework,1,1,framework_name,0
node-express-boilerplate,codellama:7b-instruct,raw,Language: javascript,Language,1,1,language_exact,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: bcryptjs,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: compression,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: cors,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: cross-env,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: dotenv,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: express,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: express-mongo-sanitize,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: express-rate-limit,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: helmet,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: http-status,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: joi,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: jsonwebtoken,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: moment,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: mongoose,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: morgan,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: nodemailer,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: passport,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: passport-jwt,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: pm2,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: swagger-jsdoc,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: swagger-ui-express,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: validator,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: winston,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: xss-clean,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: coveralls,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint-config-airbnb-base,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint-config-prettier,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint-plugin-import,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint-plugin-jest,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint-plugin-prettier,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: eslint-plugin-security,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: faker,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: husky,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: jest,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: lint-staged,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: node-mocks-http,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: nodemon,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: prettier,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Dependency: supertest,Dependency,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: OPTIONS *,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /login,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /send-verification-email,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /reset-password,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /verify-email,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /logout,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /refresh-tokens,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /register,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /forgot-password,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: GET /,Endpoint,0,1,endpoint_path_only,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: GET /,Endpoint,0,1,endpoint_path_only,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: DELETE /:userId,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: POST /,Endpoint,0,1,endpoint_path_only,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: PATCH /:userId,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,raw,Endpoint: GET /:userId,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Framework: express ^4.17.1,Framework,1,1,framework_name,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Language: javascript,Language,0,1,language_abbrev,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: bcryptjs,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: compression,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: cors,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: cross-env,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: dotenv,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: express,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: express-mongo-sanitize,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: express-rate-limit,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: helmet,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: http-status,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: joi,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: jsonwebtoken,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: moment,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: mongoose,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: morgan,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: nodemailer,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: passport,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: passport-jwt,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: pm2,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: swagger-jsdoc,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: swagger-ui-express,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: validator,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: winston,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: xss-clean,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: coveralls,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint-config-airbnb-base,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint-config-prettier,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint-plugin-import,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint-plugin-jest,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint-plugin-prettier,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: eslint-plugin-security,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: faker,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: husky,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: jest,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: lint-staged,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: node-mocks-http,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: nodemon,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: prettier,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Dependency: supertest,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: OPTIONS *,Endpoint,0,0,,1
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /login,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /send-verification-email,Endpoint,0,0,,1
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /reset-password,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /verify-email,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /logout,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /refresh-tokens,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /register,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /forgot-password,Endpoint,0,0,,1
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: GET /,Endpoint,0,1,endpoint_path_only,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: GET /,Endpoint,0,1,endpoint_path_only,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: DELETE /:userId,Endpoint,0,0,,1
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: POST /,Endpoint,0,1,endpoint_path_only,0
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: PATCH /:userId,Endpoint,0,0,,1
node-express-boilerplate,codellama:7b-instruct,dependency_graph,Endpoint: GET /:userId,Endpoint,0,0,,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Framework: express ^4.17.1,Framework,1,1,framework_name,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Language: javascript,Language,0,1,language_abbrev,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: bcryptjs,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: compression,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: cors,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: cross-env,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: dotenv,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: express,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: express-mongo-sanitize,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: express-rate-limit,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: helmet,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: http-status,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: joi,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: jsonwebtoken,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: moment,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: mongoose,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: morgan,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: nodemailer,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: passport,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: passport-jwt,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: pm2,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: swagger-jsdoc,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: swagger-ui-express,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: validator,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: winston,Dependency,1,1,dep_exact,1
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: xss-clean,Dependency,1,1,dep_exact,1
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: coveralls,Dependency,1,1,dep_exact,1
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint-config-airbnb-base,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint-config-prettier,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint-plugin-import,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint-plugin-jest,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint-plugin-prettier,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: eslint-plugin-security,Dependency,1,1,dep_exact,1
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: faker,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: husky,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: jest,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: lint-staged,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: node-mocks-http,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: nodemon,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: prettier,Dependency,1,1,dep_exact,0
node-express-boilerplate,codellama:7b-instruct,knowledge_graph,Dependency: supertest,Dependency,1,1,dep_exact,0
